# FrameTime=1781596344.71, PointCount=523
11.8213,12.7191
11.7814,12.7186
11.7567,12.7264
11.7387,12.7378
11.7749,12.7805
11.7673,12.7982
11.7557,12.8135
11.7719,12.8451
11.7278,12.8412
11.6600,12.8229
11.6332,12.8288
11.6471,12.8592
11.6318,12.8940
11.6389,12.9205
11.6013,12.9194
11.5701,12.9221
11.5517,12.9327
11.5502,12.9539
11.4502,12.9342
11.5366,13.0121
11.4301,12.9652
11.4806,13.0204
11.4620,13.0305
11.4351,13.0350
11.3978,13.0547
11.3750,13.0617
11.3481,13.0657
11.3171,13.0668
11.2472,13.0409
11.2040,13.0330
11.2530,13.0892
11.1793,13.0597
11.1689,13.0744
11.1829,13.1064
11.1886,13.1328
11.1902,13.1563
11.1674,13.1622
11.1667,13.1842
11.1420,13.1886
11.1232,13.1972
11.1084,13.2088
11.0936,13.2203
11.0787,13.2317
11.0678,13.2461
11.0291,13.2393
11.0309,13.2861
11.0514,13.3249
11.0796,13.3700
11.0486,13.3689
11.0217,13.3708
10.9557,13.3415
10.9410,13.3758
10.8926,13.3597
10.8968,13.3862
10.9146,13.4240
10.8608,13.4029
10.8456,13.4135
10.8265,13.4441
10.8187,13.4610
10.8148,13.4811
10.7896,13.4831
10.7704,13.4901
10.7738,13.5167
10.7395,13.5105
10.8087,13.5949
10.7385,13.5571
10.7154,13.5605
10.7428,13.6089
10.7419,13.6324
10.7002,13.6189
10.6365,13.5851
10.6493,13.6451
10.6079,13.6310
10.6213,13.6679
10.6346,13.7048
10.6441,13.7385
10.5737,13.6965
